root,file,ra,dec,srcid,msamet,slitid,grating,exptime,wmin,wmax,sn50,flux50,ctime,version,References,nRef,zfit,z,grade,reviewer,comment,thumb,slit_thumb,FITS,fnu,flam,has_v3,flam_v3
jades-gds10-v4,jades-gds10-v4_g140m-f070lp_1287_19159.spec.fits,53.0832722,-27.8849677,19159,jw01287001003_01_msa.fits,70,G140M_F070LP,33262.7,0.66,2.58,0.1,0.009,46:42.4,0.9.4.dev7+g92b1aa6,-,0,2.561,2.561,3,Auto,Redshift matches jades-gds10-v4_prism-clear_1287_19159 z=2.5650,,,FITS   d2d,,,0,
gds-udeep-v4,gds-udeep-v4_prism-clear_3215_20198852.spec.fits,53.1077607,-27.812944,20198852,jw03215001004_02_msa.fits,282,PRISM_CLEAR,157997.7,0.55,5.5,1.5,0.009,45:35.1,0.9.5.dev2+g80b81b4,KHa23  z=-9999.000,1,8.2753,8.2753,3,Auto,Redshift matches gds-udeep-v3_g395m-f290lp_3215_20198852 z=8.2680,,,FITS   d2d,,,1,
gds-deep-v4,gds-deep-v4_prism-clear_1210_b148.spec.fits,53.14504503,-27.81643377,148,jw01210001002_01_msa.fits,148,PRISM_CLEAR,66525.3,0.55,5.5,0.8,0.009,57:15.7,0.9.5.dev8+ge2b237b,ABu23  z=5.768,1,5.7671,5.7671,3,GBr,,,,FITS   d2d,,,0,
gds-deep-v4,gds-deep-v4_g140m-f070lp_1210_4721.spec.fits,53.1642186,-27.8248074,4721,jw01210001002_02_msa.fits,313,G140M_F070LP,8315.7,0.74,2.56,0,0.009,52:03.8,0.9.5.dev2+g80b81b4,ABu23  z=3.064,1,3.0654,3.0654,3,Auto,Redshift matches gds-deep-v4_prism-clear_1210_4721 z=3.0732,,,FITS   d2d,,,1,
jades-gds-wide3-v4,jades-gds-wide3-v4_g395m-f290lp_1180_91601.spec.fits,53.1529379,-27.8265754,91601,jw01180136001_04_msa.fits,643,G395M_F290LP,6127.3,2.69,5.5,0.1,0.009,57:18.9,0.9.5.dev2+g80b81b4,-,0,4.4311,4.4311,3,Auto,Redshift matches jades-gds-wide3-v3_g235m-f170lp_1180_91601 z=4.4298,,,FITS   d2d,,,1,
jades-gds-w05-v4,jades-gds-w05-v4_prism-clear_1212_342.spec.fits,53.14428556,-27.85818812,174,jw01212005001_01_msa.fits,174,PRISM_CLEAR,2407.2,0.55,5.5,0.1,0.009,58:34.6,0.9.5.dev2+g80b81b4,-,0,1.7499,1.7499,3,Auto,Redshift matches jades-gds-w05-v3_prism-clear_b174 z=1.7395,,,FITS   d2d,,,1,
jades-gds10-v4,jades-gds10-v4_g395h-f290lp_1287_5625.spec.fits,53.1068526,-27.9021487,5625,jw01287001003_01_msa.fits,43,G395H_F290LP,33262.7,2.88,4.23,0,0.009,46:09.9,0.9.4.dev7+g92b1aa6,-,0,6.5733,6.5733,3,Auto,Redshift matches jades-gds10-v4_prism-clear_1287_5625 z=6.5729,,,FITS   d2d,,,0,
jades-gds03-v4,jades-gds03-v4_prism-clear_1286_77629.spec.fits,53.0556569,-27.8445116,77629,jw01286003001_02_msa.fits,319,PRISM_CLEAR,8534.5,0.55,5.5,0.4,0.009,42:13.8,0.9.5.dev2+g80b81b4,-,0,3.4879,3.4879,3,Auto,Redshift matches jades-gds03-v3_g235m-f170lp_1286_77629 z=3.4812,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_prism-clear_1180_13664.spec.fits,53.1457145,-27.7937881,13664,jw01180134001_02_msa.fits,294,PRISM_CLEAR,7440.3,0.55,5.5,0.3,0.009,56:41.8,0.9.5.dev2+g80b81b4,-,0,6.2376,6.2376,3,Auto,Redshift matches jades-gds-wide2-v3_prism-clear_1180_13664 z=6.2406,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_g395h-f290lp_1286_10029712.spec.fits,53.1697875,-27.8501987,10029712,jw01286005001_01_msa.fits,134,G395H_F290LP,5689.7,2.83,4.63,0,0.009,48:40.8,0.9.5.dev2+g80b81b4,-,0,1.2951,1.2951,3,Auto,Redshift matches jades-gds05-v3_g235m-f170lp_1286_10029712 z=1.2958,,,FITS   d2d,,,1,
gds-udeep-v4,gds-udeep-v4_prism-clear_3215_20096216.spec.fits,53.1663464,-27.8215573,20096216,jw03215001003_02_msa.fits,288,PRISM_CLEAR,157997.7,0.55,5.5,1.8,0.009,45:59.2,0.9.5.dev2+g80b81b4,ECLa22  z=12.600 ;  ABu23  z=12.630 ;  KHa23  z=12.535,3,12.5067,12.5067,3,Auto,Redshift matches gds-udeep-v3_prism-clear_3215_20096216 z=12.5110,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_prism-clear_1180_42.spec.fits,53.1677426,-27.8266154,42,jw01180135001_02_msa.fits,186,PRISM_CLEAR,3720.2,0.55,5.5,0.3,0.009,22:56.6,0.9.5.dev2+g80b81b4,-,0,3.5652,3.5652,3,Auto,Redshift matches jades-gds-wide2-v3_g235m-f170lp_1180_42 z=3.5616,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_prism-clear_1180_b921.spec.fits,53.13546876,-27.81588145,921,jw01180135001_06_msa.fits,921,PRISM_CLEAR,3720.2,0.55,5.5,0.2,0.009,13:24.0,0.9.5.dev8+ge2b237b,-,0,2.7131,2.7131,3,GBr,,,,FITS   d2d,,,0,
gds-deep-v4,gds-deep-v4_g395m-f290lp_1210_b111.spec.fits,53.16639164,-27.82155934,111,jw01210001003_01_msa.fits,111,G395M_F290LP,8315.7,2.69,5.4,0.1,0.009,57:32.1,0.9.5.dev8+ge2b237b,ECLa22  z=12.600 ;  ABu23  z=12.630 ;  KHa23  z=12.535,3,12.5695,12.5695,3,Auto,Redshift matches gds-deep-v4_prism-clear_1210_b283 z=12.5212,,,FITS   d2d,,,1,
jades-gds10-v4,jades-gds10-v4_g235m-f170lp_1287_177948.spec.fits,53.0847686,-27.8625876,177948,jw01287001001_01_msa.fits,79,G235M_F170LP,16631.3,1.61,4.32,0,0.009,43:22.6,0.9.4.dev7+g92b1aa6,-,0,2.5667,2.5667,3,Auto,Redshift matches jades-gds10-v4_prism-clear_1287_177948 z=2.5758,,,FITS   d2d,,,0,
gds-deep-v4,gds-deep-v4_g235m-f170lp_1210_b83.spec.fits,53.16729822,-27.80748065,83,jw01210001003_01_msa.fits,83,G235M_F170LP,8315.7,1.61,4.31,0.1,0.009,58:27.1,0.9.5.dev8+ge2b237b,-,0,9.6742,9.6742,3,Auto,Redshift matches gds-deep-v4_prism-clear_1210_b239 z=9.6865,,,FITS   d2d,,,0,
jades-gds10-v4,jades-gds10-v4_prism-clear_1287_10112.spec.fits,53.1215556,-27.8949526,10112,jw01287001001_02_msa.fits,148,PRISM_CLEAR,66525.3,0.55,5.5,0.9,0.009,41:11.1,0.9.4.dev7+g92b1aa6,-,0,4.6253,4.6253,3,GBr,,,,FITS   d2d,,,0,
gds-maseda-v4,gds-maseda-v4_g235m-f170lp_1671_6510.spec.fits,53.15482799,-27.79523633,6510,jw01671001001_01_msa.fits,101,G235M_F170LP,39390,1.61,4.55,0.1,0.009,57:33.5,0.9.5.dev2+g80b81b4,-,0,4.1338,4.1338,3,GBr,,,,FITS   d2d,,,0,
jades-gds10-v4,jades-gds10-v4_g140m-f070lp_1287_20018044.spec.fits,53.0742705,-27.8859192,20018044,jw01287001003_01_msa.fits,95,G140M_F070LP,33262.7,0.66,2.58,0.1,0.009,47:02.3,0.9.4.dev7+g92b1aa6,-,0,14.0759,14.0759,3,Auto,Redshift matches jades-gds10-v4_prism-clear_1287_20018044 z=14.0801,,,FITS   d2d,,,0,
jades-gds10-v4,jades-gds10-v4_prism-clear_1287_20018044.spec.fits,53.0742705,-27.8859192,20018044,jw01287001001_02_msa.fits,274,PRISM_CLEAR,66525.3,0.55,5.5,0.9,0.009,46:53.1,0.9.4.dev7+g92b1aa6,-,0,14.0801,14.0801,3,GBr,,,,FITS   d2d,,,0,
jades-gds05-v4,jades-gds05-v4_g235m-f170lp_1286_78047.spec.fits,53.1248786,-27.8441093,78047,jw01286005001_05_msa.fits,801,G235M_F170LP,2844.8,1.61,4.55,0,0.009,12:30.7,0.9.5.dev2+g80b81b4,-,0,1.5991,1.5991,3,Auto,Redshift matches jades-gds05-v3_g395m-f290lp_1286_78047 z=1.5991,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_prism-clear_1180_b312.spec.fits,53.12143181,-27.79621813,312,jw01180135001_02_msa.fits,312,PRISM_CLEAR,3720.2,0.55,5.5,0.2,0.009,13:07.3,0.9.5.dev8+ge2b237b,-,0,5.0181,5.0181,3,GBr,,,,FITS   d2d,,,0,
gds-deep-v4,gds-deep-v4_g235m-f170lp_1210_b79.spec.fits,53.16729914,-27.80748105,79,jw01210001001_01_msa.fits,79,G235M_F170LP,8315.7,1.61,4.32,0,0.009,58:06.3,0.9.5.dev8+ge2b237b,-,0,9.6849,9.6849,3,Auto,Redshift matches gds-deep-v4_prism-clear_1210_b239 z=9.6865,,,FITS   d2d,,,0,
gds-deep-v4,gds-deep-v4_prism-clear_1210_b274.spec.fits,53.15132438,-27.81914661,274,jw01210001001_02_msa.fits,274,PRISM_CLEAR,33262.7,0.55,5.5,0.5,0.008,57:49.7,0.9.5.dev8+ge2b237b,ABu23  z=6.706,1,6.7089,6.7089,3,GBr,,,,FITS   d2d,,,0,
gds-deep-v4,gds-deep-v4_prism-clear_1210_98.spec.fits,53.1572217,-27.8238581,98,jw01210001003_02_msa.fits,307,PRISM_CLEAR,33262.7,0.55,5.5,0.5,0.008,50:16.7,0.9.5.dev2+g80b81b4,ABu23  z=2.903,1,2.8999,2.8999,3,Auto,Redshift matches gds-deep-v3_prism-clear_1210_98 z=2.9023,,,FITS   d2d,,,1,
jades-gds-wide3-v4,jades-gds-wide3-v4_g395m-f290lp_1180_193544.spec.fits,53.1488446,-27.8288484,193544,jw01180136001_04_msa.fits,656,G395M_F290LP,6127.3,2.69,5.5,0.1,0.008,56:45.3,0.9.5.dev2+g80b81b4,-,0,2.6234,2.6234,3,Auto,Redshift matches jades-gds-wide3-v4_prism-clear_1180_193544 z=2.6303,,,FITS   d2d,,,1,
jades-gds04-v4,jades-gds04-v4_g140m-f070lp_1286_61631.spec.fits,53.031153,-27.8568535,61631,jw01286004001_05_msa.fits,785,G140M_F070LP,2844.8,0.78,2.56,0,0.008,12:04.6,0.9.5.dev2+g80b81b4,-,0,3.4668,3.4668,3,Auto,Redshift matches jades-gds04-v3_prism-clear_1286_61631 z=3.4597,,,FITS   d2d,,,1,
gds-udeep-v4,gds-udeep-v4_prism-clear_3215_99843.spec.fits,53.1285779,-27.8175053,99843,jw03215001003_02_msa.fits,302,PRISM_CLEAR,124735,0.55,5.5,1.4,0.008,43:17.6,0.9.5.dev2+g80b81b4,-,0,3.5702,3.5702,3,Auto,Redshift matches gds-udeep-v3_g395m-f290lp_3215_99843 z=3.5662,,,FITS   d2d,,,1,
gds-deep-v4,gds-deep-v4_prism-clear_1210_1587.spec.fits,53.171339,-27.8015749,1587,jw01210001002_01_msa.fits,84,PRISM_CLEAR,99788,0.55,5.5,1,0.008,41:29.2,0.9.5.dev2+g80b81b4,ABu23  z=3.438,1,3.4335,3.4335,3,Auto,Redshift matches gds-deep-v3_g235m-f170lp_1210_1587 z=3.4309,,,FITS   d2d,,,1,
gds-deep-v4,gds-deep-v4_prism-clear_1210_b136.spec.fits,53.12975881,-27.80818971,136,jw01210001002_01_msa.fits,136,PRISM_CLEAR,66525.3,0.55,5.5,1.2,0.008,56:57.0,0.9.5.dev8+ge2b237b,ABu23  z=5.562 ;  CSi23  z=N/A,2,5.5672,5.5672,3,GBr,,,,FITS   d2d,,,0,
jades-gds10-v4,jades-gds10-v4_prism-clear_1287_181721.spec.fits,53.1113094,-27.8576364,181721,jw01287001001_02_msa.fits,221,PRISM_CLEAR,33262.7,0.55,5.5,0.8,0.008,42:45.5,0.9.4.dev7+g92b1aa6,-,0,1.9567,1.9567,3,GBr,,,,FITS   d2d,,,0,
jades-gds03-v4,jades-gds03-v4_g140m-f070lp_1286_190122.spec.fits,53.0763509,-27.8403635,190122,jw01286003001_05_msa.fits,747,G140M_F070LP,8534.5,0.66,2.59,0,0.008,15:15.6,0.9.5.dev2+g80b81b4,-,0,2.9726,2.9726,3,Auto,Redshift matches jades-gds03-v3_g140m-f070lp_1286_190122 z=2.9748,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_g395h-f290lp_1286_10030190.spec.fits,53.1597213,-27.8480751,10030190,jw01286005001_01_msa.fits,127,G395H_F290LP,8534.5,2.83,4.63,0,0.008,50:39.8,0.9.5.dev2+g80b81b4,-,0,2.0198,2.0198,3,Auto,Redshift matches jades-gds05-v3_g395m-f290lp_1286_10030190 z=2.0196,,,FITS   d2d,,,1,
jades-gds10-v4,jades-gds10-v4_g140m-f070lp_1287_60302650.spec.fits,53.12377,-27.8699923,60302650,jw01287001003_01_msa.fits,22,G140M_F070LP,33262.7,0.66,2.22,0.1,0.008,45:04.7,0.9.4.dev7+g92b1aa6,-,0,1.365,1.365,3,Auto,Redshift matches jades-gds10-v4_prism-clear_1287_60302650 z=1.3643,,,FITS   d2d,,,0,
jades-gds10-v4,jades-gds10-v4_g395m-f290lp_1287_181721.spec.fits,53.1113094,-27.8576364,181721,jw01287001001_01_msa.fits,60,G395M_F290LP,16631.3,2.69,5.5,0,0.008,42:49.0,0.9.4.dev7+g92b1aa6,-,0,1.9592,1.9592,3,Auto,Redshift matches jades-gds10-v4_prism-clear_1287_181721 z=1.9567,,,FITS   d2d,,,0,
gds-udeep-v4,gds-udeep-v4_g395m-f290lp_3215_114498.spec.fits,53.1228632,-27.796106,114498,jw03215001003_01_msa.fits,67,G395M_F290LP,99788,2.69,5.5,0.2,0.008,43:15.1,0.9.5.dev2+g80b81b4,-,0,3.7157,3.7157,3,Auto,Redshift matches gds-udeep-v3_g140m-f070lp_3215_114498 z=3.7004,,,FITS   d2d,,,1,
jades-gds10-v4,jades-gds10-v4_g235m-f170lp_1287_60302650.spec.fits,53.12377,-27.8699923,60302650,jw01287001001_01_msa.fits,23,G235M_F170LP,16631.3,1.61,3.72,0.1,0.008,45:20.0,0.9.4.dev7+g92b1aa6,-,0,1.3636,1.3636,3,Auto,Redshift matches jades-gds10-v4_prism-clear_1287_60302650 z=1.3643,,,FITS   d2d,,,0,
jades-gds-wide2-v4,jades-gds-wide2-v4_prism-clear_1180_b970.spec.fits,53.11911908,-27.81468219,970,jw01180135001_06_msa.fits,970,PRISM_CLEAR,3720.2,0.55,5.5,0.3,0.008,13:22.3,0.9.5.dev8+ge2b237b,-,0,5.2939,5.2939,3,GBr,,,,FITS   d2d,,,0,
jades-gds05-v4,jades-gds05-v4_g395h-f290lp_1286_285362.spec.fits,53.1644162,-27.8038557,285362,jw01286005001_01_msa.fits,48,G395H_F290LP,8534.5,2.83,4.31,0,0.008,51:09.6,0.9.5.dev2+g80b81b4,-,0,3.7006,3.7006,3,Auto,Redshift matches jades-gds05-v3_prism-clear_1286_285362 z=3.7114,,,FITS   d2d,,,1,
jades-gds10-v4,jades-gds10-v4_g140m-f070lp_1287_30886.spec.fits,53.0612079,-27.8775891,30886,jw01287001003_01_msa.fits,125,G140M_F070LP,33262.7,0.7,2.58,0,0.008,46:46.3,0.9.4.dev7+g92b1aa6,-,0,2.6748,2.6748,3,Auto,Redshift matches jades-gds10-v4_prism-clear_1287_30886 z=2.6847,,,FITS   d2d,,,0,
jades-gds03-v4,jades-gds03-v4_prism-clear_1286_83549.spec.fits,53.0547668,-27.837354,83549,jw01286003001_02_msa.fits,313,PRISM_CLEAR,2844.8,0.55,5.5,0.2,0.008,11:56.2,0.9.5.dev2+g80b81b4,-,0,4.3018,4.3018,3,Auto,Redshift matches jades-gds03-v3_g395h-f290lp_1286_83549 z=4.2892,,,FITS   d2d,,,1,
jades-gds10-v4,jades-gds10-v4_g140m-f070lp_1287_177948.spec.fits,53.0847686,-27.8625876,177948,jw01287001001_01_msa.fits,79,G140M_F070LP,16631.3,0.66,2.58,0,0.008,43:17.9,0.9.4.dev7+g92b1aa6,-,0,2.5667,2.5667,3,Auto,Redshift matches jades-gds10-v4_prism-clear_1287_177948 z=2.5758,,,FITS   d2d,,,0,
jades-gds10-v4,jades-gds10-v4_prism-clear_1287_60302380.spec.fits,53.1109128,-27.8735141,60302380,jw01287001003_02_msa.fits,208,PRISM_CLEAR,66525.3,0.55,5.5,1.1,0.008,46:23.9,0.9.4.dev7+g92b1aa6,-,0,6.3778,6.3778,3,GBr,,,,FITS   d2d,,,0,
jades-gds-wide3-v4,jades-gds-wide3-v4_g235m-f170lp_1180_193544.spec.fits,53.1488446,-27.8288484,193544,jw01180136001_01_msa.fits,132,G235M_F170LP,6127.3,1.61,4.31,0.1,0.008,56:33.6,0.9.5.dev2+g80b81b4,-,0,2.6234,2.6234,3,Auto,Redshift matches jades-gds-wide3-v4_prism-clear_1180_193544 z=2.6303,,,FITS   d2d,,,1,
gds-deep-v4,gds-deep-v4_prism-clear_1210_b283.spec.fits,53.16639164,-27.8215594,283,jw01210001003_02_msa.fits,283,PRISM_CLEAR,33262.7,0.55,5.5,0.5,0.008,56:17.3,0.9.5.dev8+ge2b237b,ECLa22  z=12.600 ;  ABu23  z=12.630 ;  KHa23  z=12.535,3,12.5212,12.5212,3,GBr,trace offset,,,FITS   d2d,,,1,
jades-gds03-v4,jades-gds03-v4_g395h-f290lp_1286_180713.spec.fits,53.0737436,-27.8590536,180713,jw01286003001_04_msa.fits,630,G395H_F290LP,5689.7,2.83,4.49,0,0.008,34:59.7,0.9.5.dev2+g80b81b4,-,0,4.0741,4.0741,3,Auto,Redshift matches jades-gds03-v3_g395h-f290lp_1286_180713 z=4.0735,,,FITS   d2d,,,1,
gds-udeep-v4,gds-udeep-v4_prism-clear_3215_20110306.spec.fits,53.1691329,-27.8029208,20110306,jw03215001001_02_msa.fits,238,PRISM_CLEAR,157997.7,0.55,5.5,1.5,0.008,39:10.5,0.9.5.dev2+g80b81b4,KHa23  z=-9999.000,1,8.9283,8.9283,3,Auto,Redshift matches gds-udeep-v3_prism-clear_3215_20110306 z=8.9185,,,FITS   d2d,,,1,
jades-gds10-v4,jades-gds10-v4_prism-clear_1287_17570.spec.fits,53.1102938,-27.8863941,17570,jw01287001003_02_msa.fits,199,PRISM_CLEAR,33262.7,0.55,5.5,0.9,0.008,42:39.9,0.9.4.dev7+g92b1aa6,-,0,3.4798,3.4798,3,GBr,,,,FITS   d2d,,,0,
jades-gds04-v4,jades-gds04-v4_g395h-f290lp_1286_16539.spec.fits,53.0525343,-27.887362,16539,jw01286004001_01_msa.fits,101,G395H_F290LP,8534.5,2.83,4.48,0,0.008,49:38.4,0.9.5.dev2+g80b81b4,-,0,6.6401,6.6401,3,Auto,Redshift matches jades-gds04-v3_g235m-f170lp_1286_16539 z=6.6321,,,FITS   d2d,,,1,
jades-gds10-v4,jades-gds10-v4_g235m-f170lp_1287_60302380.spec.fits,53.1109128,-27.8735141,60302380,jw01287001003_01_msa.fits,51,G235M_F170LP,33262.7,1.61,4.1,0.1,0.008,46:50.6,0.9.4.dev7+g92b1aa6,-,0,6.3703,6.3703,3,Auto,Redshift matches jades-gds10-v4_prism-clear_1287_60302380 z=6.3778,,,FITS   d2d,,,0,
gds-deep-v4,gds-deep-v4_prism-clear_1210_6139.spec.fits,53.164482,-27.802183,6139,jw01210001002_01_msa.fits,87,PRISM_CLEAR,99788,0.55,5.5,0.8,0.008,42:01.1,0.9.5.dev2+g80b81b4,ABu23  z=8.473 ;  CSi23  z=N/A ;  KHa23  z=8.476,3,8.4763,8.4763,3,Auto,Redshift matches gds-deep-v3_g395m-f290lp_1210_6139 z=8.4726,,,FITS   d2d,,,1,
gds-udeep-v4,gds-udeep-v4_prism-clear_3215_10000756.spec.fits,53.1695425,-27.8108655,10000756,jw03215001003_02_msa.fits,271,PRISM_CLEAR,33262.7,0.55,5.5,0.7,0.008,38:15.2,0.9.5.dev2+g80b81b4,-,0,2.8198,2.8198,3,Auto,Redshift matches gds-udeep-v3_prism-clear_3215_10000756 z=2.8152,,,FITS   d2d,,,1,
gds-udeep-v4,gds-udeep-v4_g140m-f070lp_3215_285002.spec.fits,53.1440741,-27.8206046,285002,jw03215001002_01_msa.fits,130,G140M_F070LP,24947,0.73,2.03,0,0.008,42:25.8,0.9.5.dev2+g80b81b4,-,0,1.7388,1.7388,3,Auto,Redshift matches gds-udeep-v3_g140m-f070lp_3215_285002 z=1.7369,,,FITS   d2d,,,1,
gds-udeep-v4,gds-udeep-v4_prism-clear_3215_108494.spec.fits,53.1253395,-27.8057241,108494,jw03215001005_02_msa.fits,283,PRISM_CLEAR,24947,0.55,5.5,0.8,0.008,37:15.4,0.9.5.dev2+g80b81b4,-,0,2.3501,2.3501,3,Auto,Redshift matches gds-udeep-v3_prism-clear_3215_108494 z=2.3415,,,FITS   d2d,,,1,
gds-deep-v4,gds-deep-v4_prism-clear_1210_2075.spec.fits,53.123005,-27.7966192,2075,jw01210001003_02_msa.fits,223,PRISM_CLEAR,33262.7,0.55,5.5,0.6,0.008,36:42.4,0.9.5.dev2+g80b81b4,CSi23  z=N/A ;  ABu23  z=5.440,2,5.4417,5.4417,3,Auto,Redshift matches gds-deep-v3_prism-clear_1210_2075 z=5.4476,,,FITS   d2d,,,1,
jades-gds10-v4,jades-gds10-v4_g395m-f290lp_1287_72574.spec.fits,53.0824999,-27.8494591,72574,jw01287001003_01_msa.fits,96,G395M_F290LP,16631.3,2.69,5.5,0.1,0.008,43:34.6,0.9.4.dev7+g92b1aa6,-,0,4.8912,4.8912,3,Auto,Redshift matches jades-gds10-v4_prism-clear_1287_72574 z=4.8937,,,FITS   d2d,,,0,
jades-gds04-v4,jades-gds04-v4_prism-clear_1286_186158.spec.fits,53.0852767,-27.8504227,186158,jw01286004001_06_msa.fits,839,PRISM_CLEAR,8534.5,0.55,5.5,0.5,0.007,48:49.9,0.9.5.dev2+g80b81b4,-,0,4.3714,4.3714,3,Auto,Redshift matches jades-gds04-v3_g235m-f170lp_1286_186158 z=4.3693,,,FITS   d2d,,,1,
jades-gds10-v4,jades-gds10-v4_g395h-f290lp_1287_4173.spec.fits,53.116619,-27.9051163,4173,jw01287001003_01_msa.fits,18,G395H_F290LP,16631.3,2.83,4.01,0,0.007,45:10.1,0.9.4.dev7+g92b1aa6,-,0,3.236,3.236,3,Auto,Redshift matches jades-gds10-v4_prism-clear_1287_4173 z=3.2528,,,FITS   d2d,,,0,
jades-gds-wide2-v4,jades-gds-wide2-v4_prism-clear_1180_b431.spec.fits,53.13546801,-27.8158819,431,jw01180135001_03_msa.fits,431,PRISM_CLEAR,3720.2,0.55,5.5,0.3,0.007,13:12.1,0.9.5.dev8+ge2b237b,-,0,2.7113,2.7113,3,GBr,,,,FITS   d2d,,,0,
jades-gds-wide2-v4,jades-gds-wide2-v4_g235m-f170lp_1180_30.spec.fits,53.1669628,-27.8272292,30,jw01180135001_01_msa.fits,28,G235M_F170LP,9191,1.61,3.75,0.1,0.007,54:30.9,0.9.5.dev2+g80b81b4,-,0,2.3689,2.3689,3,Auto,Redshift matches jades-gds-wide2-v3_prism-clear_1180_30 z=2.3622,,,FITS   d2d,,,1,
jades-gds1-v4,jades-gds1-v4_prism-clear_1286_36394.spec.fits,53.140789,-27.8174782,36394,jw01286001001_02_msa.fits,262,PRISM_CLEAR,7878,0.55,5.5,0.3,0.007,56:03.0,0.9.5.dev2+g80b81b4,-,0,2.9546,2.9546,3,Auto,Redshift matches jades-gds1-v3_prism-clear_1286_36394 z=2.9452,,,FITS   d2d,,,1,
jades-gds10-v4,jades-gds10-v4_g235m-f170lp_1287_5625.spec.fits,53.1068526,-27.9021487,5625,jw01287001003_01_msa.fits,43,G235M_F170LP,33262.7,1.6,3.98,0.1,0.007,46:02.3,0.9.4.dev7+g92b1aa6,-,0,6.5738,6.5738,3,Auto,Redshift matches jades-gds10-v4_prism-clear_1287_5625 z=6.5729,,,FITS   d2d,,,0,
jades-gds-wide3-v4,jades-gds-wide3-v4_prism-clear_1180_91601.spec.fits,53.1529379,-27.8265754,91601,jw01180136001_03_msa.fits,490,PRISM_CLEAR,7440.3,0.55,5.5,0.4,0.007,56:58.5,0.9.5.dev2+g80b81b4,-,0,4.4351,4.4351,3,Auto,Redshift matches jades-gds-wide3-v3_g235m-f170lp_1180_91601 z=4.4298,,,FITS   d2d,,,1,
gds-udeep-v4,gds-udeep-v4_g395m-f290lp_3215_30080873.spec.fits,53.1516685,-27.8092499,30080873,jw03215001001_01_msa.fits,103,G395M_F290LP,166313.3,2.69,5.5,0.2,0.007,49:09.8,0.9.5.dev2+g80b81b4,-,0,5.56,5.56,3,Auto,Redshift matches gds-udeep-v3_g395m-f290lp_3215_30080873 z=5.5610,,,FITS   d2d,,,1,
jades-gds04-v4,jades-gds04-v4_prism-clear_1286_273623.spec.fits,53.0879172,-27.8769954,273623,jw01286004001_06_msa.fits,851,PRISM_CLEAR,8534.5,0.55,5.5,0.3,0.007,50:06.5,0.9.5.dev2+g80b81b4,-,0,4.2074,4.2074,3,GBr,,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_prism-clear_1180_b292.spec.fits,53.11912038,-27.81468102,292,jw01180135001_02_msa.fits,292,PRISM_CLEAR,3720.2,0.55,5.5,0.2,0.007,13:05.2,0.9.5.dev8+ge2b237b,-,0,5.2951,5.2951,3,GBr,,,,FITS   d2d,,,0,
jades-gds05-v4,jades-gds05-v4_prism-clear_1286_80737.spec.fits,53.1621704,-27.8409075,80737,jw01286005001_06_msa.fits,954,PRISM_CLEAR,5689.7,0.55,5.5,0.2,0.007,48:22.4,0.9.5.dev2+g80b81b4,-,0,4.0903,4.0903,3,Auto,Redshift matches jades-gds05-v3_g395m-f290lp_1286_80737 z=4.0884,,,FITS   d2d,,,1,
gds-udeep-v4,gds-udeep-v4_g395m-f290lp_3215_99671.spec.fits,53.1266432,-27.8177313,99671,jw03215001001_01_msa.fits,133,G395M_F290LP,166313.3,2.69,5.5,0.3,0.007,44:22.8,0.9.5.dev2+g80b81b4,CSi23  z=N/A,1,5.9224,5.9224,3,Auto,Redshift matches gds-udeep-v3_g395m-f290lp_3215_99671 z=5.9234,,,FITS   d2d,,,1,
jades-gds10-v4,jades-gds10-v4_prism-clear_1287_20062446.spec.fits,53.1200125,-27.856452,20062446,jw01287001003_02_msa.fits,191,PRISM_CLEAR,66525.3,0.55,5.5,1,0.007,45:37.4,0.9.4.dev7+g92b1aa6,-,0,7.6562,7.6562,3,GBr,DQ,,,FITS   d2d,,,0,
jades-gds-wide-v4,jades-gds-wide-v4_prism-clear_1180_13543.spec.fits,53.1566019,-27.8001452,13543,jw01180027001_03_msa.fits,490,PRISM_CLEAR,7440.3,0.55,5.5,0.3,0.007,57:19.3,0.9.5.dev2+g80b81b4,-,0,7.2632,7.2632,3,Auto,Redshift matches jades-gds-wide-v3_g140m-f070lp_1180_13543 z=7.2343,,,FITS   d2d,,,1,
gds-udeep-v4,gds-udeep-v4_prism-clear_3215_94348.spec.fits,53.1610434,-27.8234673,94348,jw03215001004_02_msa.fits,306,PRISM_CLEAR,124735,0.55,5.5,1.5,0.007,43:40.1,0.9.5.dev2+g80b81b4,-,0,7.5627,7.5623,3,GBr,interactive fit -1 119 1.3 11,,,FITS   d2d,,,1,
