root,file,ra,dec,srcid,msamet,slitid,grating,exptime,wmin,wmax,sn50,flux50,ctime,version,References,nRef,zfit,z,grade,reviewer,comment,thumb,slit_thumb,FITS,fnu,flam,has_v3,flam_v3
jades-gds-w04-v4,jades-gds-w04-v4_g395h-f290lp_1212_2518.spec.fits,53.07517877,-27.83148042,2518,jw01212054001_01_msa.fits,132,G395H_F290LP,1750.7,2.83,4.48,21,52.062,00:19.6,0.9.5.dev2+g80b81b4,-,0,0.6701,0.6701,3,Auto,Redshift matches jades-gds-w04-v4_prism-clear_1212_2518 z=0.6715,,,FITS   d2d,,,0,
jades-gds-w04-v4,jades-gds-w04-v4_g235h-f170lp_1212_2518.spec.fits,53.07517877,-27.83148042,2518,jw01212054001_01_msa.fits,132,G235H_F170LP,1604.8,1.66,2.66,20,49.112,00:24.4,0.9.5.dev2+g80b81b4,-,0,0.6728,0.6728,3,Auto,Redshift matches jades-gds-w04-v4_prism-clear_1212_2518 z=0.6715,,,FITS   d2d,,,0,
jades-gds-w07-v4,jades-gds-w07-v4_prism-clear_1212_4378.spec.fits,53.12638764,-27.87718248,72,jw01212007001_01_msa.fits,72,PRISM_CLEAR,2407.2,0.55,5.5,64.4,38.133,57:09.5,0.9.5.dev2+g80b81b4,-,0,0.7073,0.7073,3,Auto,Redshift matches jades-gds-w07-v3_prism-clear_b72 z=0.7079,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_g395m-f290lp_1286_189524.spec.fits,53.1314463,-27.8413826,189524,jw01286005001_05_msa.fits,782,G395M_F290LP,9191,2.69,5.5,46.1,35.577,50:11.0,0.9.5.dev2+g80b81b4,CGGu21  z=N/A,1,1.6144,1.6144,3,Auto,Redshift matches jades-gds05-v3_g395m-f290lp_1286_189524 z=1.6148,,,FITS   d2d,,,1,
jades-gds-w06-v4,jades-gds-w06-v4_prism-clear_1212_1135.spec.fits,53.10485981,-27.9139686,139,jw01212006001_01_msa.fits,139,PRISM_CLEAR,2407.2,0.55,5.5,132.7,33.649,58:05.4,0.9.5.dev2+g80b81b4,-,0,1.0898,1.0898,3,Auto,Redshift matches jades-gds-w06-v3_prism-clear_b139 z=1.0902,,,FITS   d2d,,,1,
jades-gds-w04-v4,jades-gds-w04-v4_prism-clear_1212_2518.spec.fits,53.07517877,-27.83148042,2518,jw01212054001_01_msa.fits,132,PRISM_CLEAR,2407.2,0.55,5.5,123.3,33.059,00:15.7,0.9.5.dev2+g80b81b4,-,0,0.6569,0.6715,3,GBr,interactive fit 3 119 1.3 21,,,FITS   d2d,,,0,
jades-gds05-v4,jades-gds05-v4_prism-clear_1286_189524.spec.fits,53.1314463,-27.8413826,189524,jw01286005001_06_msa.fits,963,PRISM_CLEAR,8534.5,0.55,5.5,117.8,32.657,50:05.6,0.9.5.dev2+g80b81b4,CGGu21  z=N/A,1,1.5754,1.6129,3,GBr,interactive fit 1 300 1.3 21,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_g395h-f290lp_1286_189524.spec.fits,53.1314463,-27.8413826,189524,jw01286005001_05_msa.fits,782,G395H_F290LP,8534.5,2.83,4.63,26.1,32.589,50:31.2,0.9.5.dev2+g80b81b4,CGGu21  z=N/A,1,1.6148,1.6148,3,Auto,Redshift matches jades-gds05-v3_g395m-f290lp_1286_189524 z=1.6148,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_g235m-f170lp_1286_189524.spec.fits,53.1314463,-27.8413826,189524,jw01286005001_01_msa.fits,116,G235M_F170LP,8534.5,1.61,4.55,27.3,27.953,50:21.9,0.9.5.dev2+g80b81b4,CGGu21  z=N/A,1,1.6144,1.6144,3,Auto,Redshift matches jades-gds05-v3_g395m-f290lp_1286_189524 z=1.6148,,,FITS   d2d,,,1,
jades-gds-w07-v4,jades-gds-w07-v4_prism-clear_1212_5119.spec.fits,53.12532692,-27.86134849,6,jw01212007001_01_msa.fits,6,PRISM_CLEAR,2407.2,0.55,5.5,110.2,24.079,57:16.1,0.9.5.dev2+g80b81b4,-,0,0.5331,0.5331,3,Auto,Redshift matches jades-gds-w07-v3_g395h-f290lp_b6 z=0.5322,,,FITS   d2d,,,1,
jades-gds-w06-v4,jades-gds-w06-v4_prism-clear_1212_1116.spec.fits,53.0959904,-27.91460176,140,jw01212006001_01_msa.fits,140,PRISM_CLEAR,2407.2,0.55,5.5,27.4,18.042,58:28.2,0.9.5.dev2+g80b81b4,-,0,0.657,0.657,3,Auto,Redshift matches jades-gds-w06-v3_g235h-f170lp_b140 z=0.6554,,,FITS   d2d,,,1,
jades-gds-w07-v4,jades-gds-w07-v4_prism-clear_1212_2393.spec.fits,53.14599975,-27.90151168,121,jw01212007001_01_msa.fits,121,PRISM_CLEAR,2407.2,0.55,4.12,90.9,14.312,57:47.8,0.9.5.dev2+g80b81b4,-,0,0.6884,0.6884,3,Auto,Redshift matches jades-gds-w07-v3_prism-clear_b121 z=0.6904,,,FITS   d2d,,,1,
jades-gds-wide3-v4,jades-gds-wide3-v4_g395m-f290lp_1180_197911.spec.fits,53.1653142,-27.8141396,197911,jw01180136001_04_msa.fits,616,G395M_F290LP,6127.3,2.69,5.5,44.9,13.551,57:05.5,0.9.5.dev2+g80b81b4,-,0,3.0632,3.0632,3,Auto,Redshift matches jades-gds-wide3-v3_g395m-f290lp_1180_197911 z=3.0638,,,FITS   d2d,,,1,
jades-gds-wide3-v4,jades-gds-wide3-v4_prism-clear_1180_197911.spec.fits,53.1653142,-27.8141396,197911,jw01180136001_02_msa.fits,270,PRISM_CLEAR,7440.3,0.55,5.5,121.7,12.884,57:01.2,0.9.5.dev2+g80b81b4,-,0,3.0658,3.0658,3,Auto,Redshift matches jades-gds-wide3-v3_g395m-f290lp_1180_197911 z=3.0638,,,FITS   d2d,,,1,
jades-gds-w03-v4,jades-gds-w03-v4_prism-clear_1212_548.spec.fits,53.06239097,-27.83490903,149,jw01212003001_01_msa.fits,149,PRISM_CLEAR,2407.2,0.55,5.5,26.4,12.603,00:35.0,0.9.5.dev2+g80b81b4,-,0,0.6492,0.6692,3,GBr,interactive fit 3 189 1.3 21,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_g395m-f290lp_1286_194535.spec.fits,53.1717191,-27.8257272,194535,jw01286005001_04_msa.fits,591,G395M_F290LP,9191,2.69,5.5,39.4,12.402,50:59.5,0.9.5.dev2+g80b81b4,-,0,1.7199,1.7199,3,Auto,Redshift matches jades-gds05-v3_g395m-f290lp_1286_194535 z=1.7186,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_g140m-f070lp_1286_192316.spec.fits,53.1680458,-27.8325693,192316,jw01286005001_04_msa.fits,614,G140M_F070LP,8534.5,0.66,2.72,31.1,11.763,51:14.3,0.9.5.dev2+g80b81b4,CGGu21  z=N/A,1,0.6706,0.6706,3,Auto,Redshift matches jades-gds05-v3_prism-clear_1286_192316 z=0.6723,,,FITS   d2d,,,1,
gds-rieke-v4,gds-rieke-v4_g235m-f170lp_1207_194061.spec.fits,53.098595,-27.827261,194061,jw01207004001_01_msa.fits,41,G235M_F170LP,7002.7,1.6,3.74,20.5,11.583,56:18.9,0.9.5.dev2+g80b81b4,-,0,0.5776,0.5776,3,Auto,Redshift matches gds-rieke-v3_g235m-f170lp_1207_194061 z=0.5779,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_prism-clear_1286_194535.spec.fits,53.1717191,-27.8257272,194535,jw01286005001_03_msa.fits,429,PRISM_CLEAR,8534.5,0.55,5.5,131.6,11.48,50:53.8,0.9.5.dev2+g80b81b4,-,0,1.7205,1.7205,3,Auto,Redshift matches jades-gds05-v3_g395m-f290lp_1286_194535 z=1.7186,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_g235m-f170lp_1286_194535.spec.fits,53.1717191,-27.8257272,194535,jw01286005001_04_msa.fits,591,G235M_F170LP,8534.5,1.61,4.55,22.1,11.425,51:09.4,0.9.5.dev2+g80b81b4,-,0,1.7179,1.7179,3,Auto,Redshift matches jades-gds05-v3_g395m-f290lp_1286_194535 z=1.7186,,,FITS   d2d,,,1,
jades-gds-wide3-v4,jades-gds-wide3-v4_g235m-f170lp_1180_197911.spec.fits,53.1653142,-27.8141396,197911,jw01180136001_01_msa.fits,98,G235M_F170LP,6127.3,1.61,4.31,26.7,11.219,57:12.0,0.9.5.dev2+g80b81b4,-,0,3.0622,3.0622,3,Auto,Redshift matches jades-gds-wide3-v3_g395m-f290lp_1180_197911 z=3.0638,,,FITS   d2d,,,1,
jades-gds-w05-v4,jades-gds-w05-v4_prism-clear_1212_4582.spec.fits,53.16529438,-27.81415679,62,jw01212005001_01_msa.fits,62,PRISM_CLEAR,2407.2,0.55,5.5,65.8,11.067,59:17.6,0.9.5.dev2+g80b81b4,-,0,3.0731,3.0731,3,Auto,Redshift matches jades-gds-w05-v3_g235h-f170lp_b62 z=3.0630,,,FITS   d2d,,,1,
jades-gds06-v4,jades-gds06-v4_g395m-f290lp_1286_171147.spec.fits,53.0556264,-27.874064,171147,jw01286006001_01_msa.fits,104,G395M_F290LP,8534.5,2.69,5.5,29.7,11.042,51:30.4,0.9.5.dev2+g80b81b4,-,0,2.5632,2.5632,3,Auto,Redshift matches jades-gds06-v3_prism-clear_1286_171147 z=2.5545,,,FITS   d2d,,,1,
jades-gds-w07-v4,jades-gds-w07-v4_prism-clear_1212_2467.spec.fits,53.13332379,-27.90297893,126,jw01212007001_01_msa.fits,126,PRISM_CLEAR,2407.2,0.55,5.5,71.8,10.562,57:28.9,0.9.5.dev2+g80b81b4,-,0,2.6765,2.6765,3,Auto,Redshift matches jades-gds-w07-v3_g235h-f170lp_b126 z=2.6711,,,FITS   d2d,,,1,
jades-gds-w06-v4,jades-gds-w06-v4_prism-clear_1212_1876.spec.fits,53.13324598,-27.90297066,95,jw01212006001_01_msa.fits,95,PRISM_CLEAR,2407.2,0.55,5.5,70,10.539,58:12.7,0.9.5.dev2+g80b81b4,-,0,2.688,2.6822,3,GBr,interactive fit 2 19 1.3 21,,,FITS   d2d,,,1,
jades-gds-w05-v4,jades-gds-w05-v4_prism-clear_1212_5501.spec.fits,53.12308551,-27.80346374,21,jw01212005001_01_msa.fits,21,PRISM_CLEAR,2407.2,0.55,5.5,56.3,10.094,59:31.9,0.9.5.dev2+g80b81b4,-,0,2.3604,2.3521,3,GBr,interactive fit 2 30 1.3 21,,,FITS   d2d,,,1,
jades-gds03-v4,jades-gds03-v4_prism-clear_1286_169447.spec.fits,53.0695746,-27.8775588,169447,jw01286003001_02_msa.fits,294,PRISM_CLEAR,2844.8,0.55,5.5,68.6,10.071,18:55.4,0.9.5.dev2+g80b81b4,-,0,1.0205,1.0466,3,GBr,interactive fit 3 300 1.3 21,,,FITS   d2d,,,1,
jades-gds06-v4,jades-gds06-v4_prism-clear_1286_171147.spec.fits,53.0556264,-27.874064,171147,jw01286006001_03_msa.fits,476,PRISM_CLEAR,8534.5,0.55,5.5,104.4,10.055,51:21.6,0.9.5.dev2+g80b81b4,-,0,2.6132,2.5655,3,GBr,interactive fit 3 300 1.3 21 break and NII in grating,,,FITS   d2d,,,1,
jades-gds04-v4,jades-gds04-v4_prism-clear_1286_165698.spec.fits,53.0630411,-27.8832513,165698,jw01286004001_03_msa.fits,421,PRISM_CLEAR,8534.5,0.55,5.5,118,9.993,49:24.3,0.9.5.dev2+g80b81b4,-,0,1.8811,1.8811,3,Auto,Redshift matches jades-gds04-v3_g140m-f070lp_1286_165698 z=1.8766,,,FITS   d2d,,,1,
jades-gds02-v4,jades-gds02-v4_g395m-f290lp_1286_163028.spec.fits,53.0996295,-27.8906687,163028,jw01286002001_04_msa.fits,602,G395M_F290LP,8534.5,2.69,5.5,47.1,9.836,47:11.1,0.9.5.dev2+g80b81b4,-,0,1.5873,1.5873,3,Auto,Redshift matches jades-gds02-v3_g140m-f070lp_1286_163028 z=1.5880,,,FITS   d2d,,,1,
jades-gds-w07-v4,jades-gds-w07-v4_prism-clear_1212_129.spec.fits,53.16834631,-27.86186629,15,jw01212007001_01_msa.fits,15,PRISM_CLEAR,2407.2,0.55,5.5,47.5,9.82,57:10.6,0.9.5.dev2+g80b81b4,-,0,1.8738,1.8405,3,GBr,interactive fit 3 189 1.3 21,,,FITS   d2d,,,1,
gds-rieke-v4,gds-rieke-v4_g235m-f170lp_1207_194473.spec.fits,53.15147,-27.825931,194473,jw01207003001_01_msa.fits,154,G235M_F170LP,7002.7,1.61,4.34,22.4,9.811,56:29.6,0.9.5.dev2+g80b81b4,-,0,1.6108,1.6108,3,Auto,Redshift matches gds-rieke-v3_g235m-f170lp_1207_194473 z=1.6120,,,FITS   d2d,,,1,
gds-egami-ddt-v4,gds-egami-ddt-v4_prism-clear_6541_2023009.spec.fits,53.1676012,-27.8304142,2023009,jw06541001001_03_msa.fits,440,PRISM_CLEAR,24947,0.55,5.5,62.8,9.568,53:02.8,0.9.5.dev2+g80b81b4,-,0,1.9007,1.9007,3,Auto,Redshift matches gds-egami-ddt-v3_prism-clear_6541_2023009 z=1.9040,,,FITS   d2d,,,1,
jades-gds-wide3-v4,jades-gds-wide3-v4_g140m-f070lp_1180_195032.spec.fits,53.1617664,-27.8246329,195032,jw01180136001_04_msa.fits,636,G140M_F070LP,6127.3,0.69,2.58,21.8,9.334,57:11.6,0.9.5.dev2+g80b81b4,-,0,0.8329,0.8329,3,Auto,Redshift matches jades-gds-wide3-v3_g140m-f070lp_1180_195032 z=0.8337,,,FITS   d2d,,,1,
jades-gds04-v4,jades-gds04-v4_g395m-f290lp_1286_165698.spec.fits,53.0630411,-27.8832513,165698,jw01286004001_04_msa.fits,585,G395M_F290LP,8534.5,2.69,5.5,44.4,9.129,49:31.3,0.9.5.dev2+g80b81b4,-,0,1.8754,1.8754,3,Auto,Redshift matches jades-gds04-v3_g140m-f070lp_1286_165698 z=1.8766,,,FITS   d2d,,,1,
jades-gds02-v4,jades-gds02-v4_g235m-f170lp_1286_163028.spec.fits,53.0996295,-27.8906687,163028,jw01286002001_04_msa.fits,602,G235M_F170LP,8534.5,1.61,4.37,31.8,9.063,47:20.1,0.9.5.dev2+g80b81b4,-,0,1.587,1.587,3,Auto,Redshift matches jades-gds02-v3_g140m-f070lp_1286_163028 z=1.5880,,,FITS   d2d,,,1,
jades-gds02-v4,jades-gds02-v4_prism-clear_1286_163028.spec.fits,53.0996295,-27.8906687,163028,jw01286002001_06_msa.fits,917,PRISM_CLEAR,8534.5,0.55,5.5,125.8,9.055,47:05.0,0.9.5.dev2+g80b81b4,-,0,1.5911,1.5911,3,Auto,Redshift matches jades-gds02-v3_g140m-f070lp_1286_163028 z=1.5880,,,FITS   d2d,,,1,
jades-gds06-v4,jades-gds06-v4_g235m-f170lp_1286_171147.spec.fits,53.0556264,-27.874064,171147,jw01286006001_05_msa.fits,772,G235M_F170LP,8534.5,1.61,4.32,19.4,9.029,51:38.1,0.9.5.dev2+g80b81b4,-,0,2.5637,2.5637,3,Auto,Redshift matches jades-gds06-v3_prism-clear_1286_171147 z=2.5545,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_g395m-f290lp_1180_b549.spec.fits,53.16762144,-27.83044257,549,jw01180135001_04_msa.fits,549,G395M_F290LP,3063.7,2.69,5.5,10.4,8.911,14:01.9,0.9.5.dev8+ge2b237b,-,0,1.8978,1.8978,3,Auto,Redshift matches jades-gds-wide2-v4_g235m-f170lp_1180_b549 z=1.8974,,,FITS   d2d,,,0,
jades-gds-w03-v4,jades-gds-w03-v4_prism-clear_1212_1754.spec.fits,53.04590677,-27.82223168,118,jw01212003001_01_msa.fits,118,PRISM_CLEAR,2407.2,0.55,5.5,27.4,8.81,01:04.5,0.9.5.dev2+g80b81b4,-,0,1.9455,1.9455,3,Auto,Redshift matches jades-gds-w03-v3_g235h-f170lp_b118 z=1.9455,,,FITS   d2d,,,1,
jades-gds06-v4,jades-gds06-v4_g395h-f290lp_1286_173997.spec.fits,53.0845871,-27.8689847,173997,jw01286006001_01_msa.fits,62,G395H_F290LP,8534.5,2.83,4.46,13.8,8.227,51:49.8,0.9.5.dev2+g80b81b4,-,0,4.148,4.148,3,Auto,Redshift matches jades-gds06-v3_g395h-f290lp_1286_173997 z=4.1481,,,FITS   d2d,,,1,
jades-gds04-v4,jades-gds04-v4_g395m-f290lp_1286_163028.spec.fits,53.0996295,-27.8906687,163028,jw01286004001_04_msa.fits,540,G395M_F290LP,5689.7,2.69,5.5,34.8,8.216,47:26.2,0.9.5.dev2+g80b81b4,-,0,1.588,1.588,3,Auto,Redshift matches jades-gds02-v3_g140m-f070lp_1286_163028 z=1.5880,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_g395m-f290lp_1180_b702.spec.fits,53.16762196,-27.83044371,702,jw01180135001_05_msa.fits,702,G395M_F290LP,3063.7,2.69,5.5,9.8,8.117,14:16.5,0.9.5.dev8+ge2b237b,-,0,1.8978,1.8978,3,Auto,Redshift matches jades-gds-wide2-v4_g235m-f170lp_1180_b702 z=1.8978,,,FITS   d2d,,,0,
jades-gds04-v4,jades-gds04-v4_g235m-f170lp_1286_165698.spec.fits,53.0630411,-27.8832513,165698,jw01286004001_04_msa.fits,585,G235M_F170LP,8534.5,1.61,4.3,29.5,8.115,49:39.0,0.9.5.dev2+g80b81b4,-,0,1.8754,1.8754,3,Auto,Redshift matches jades-gds04-v3_g140m-f070lp_1286_165698 z=1.8766,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_g140m-f070lp_1286_189524.spec.fits,53.1314463,-27.8413826,189524,jw01286005001_05_msa.fits,782,G140M_F070LP,8534.5,0.7,2.72,10.6,8.051,50:40.9,0.9.5.dev2+g80b81b4,CGGu21  z=N/A,1,1.6144,1.6144,3,Auto,Redshift matches jades-gds05-v3_g395m-f290lp_1286_189524 z=1.6148,,,FITS   d2d,,,1,
jades-gds04-v4,jades-gds04-v4_prism-clear_1286_163028.spec.fits,53.0996295,-27.8906687,163028,jw01286004001_03_msa.fits,359,PRISM_CLEAR,5689.7,0.55,5.5,97.2,7.882,47:20.2,0.9.5.dev2+g80b81b4,-,0,1.5906,1.5906,3,Auto,Redshift matches jades-gds02-v3_g140m-f070lp_1286_163028 z=1.5880,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_prism-clear_1180_b856.spec.fits,53.16762199,-27.83044374,856,jw01180135001_06_msa.fits,856,PRISM_CLEAR,3720.2,0.55,5.5,34,7.876,13:24.6,0.9.5.dev8+ge2b237b,-,0,1.8994,1.8994,3,GBr,,,,FITS   d2d,,,1,
jades-gds03-v4,jades-gds03-v4_g395h-f290lp_1286_190909.spec.fits,53.0681289,-27.8371102,190909,jw01286003001_04_msa.fits,632,G395H_F290LP,8534.5,2.83,4.49,6.9,7.864,51:35.0,0.9.5.dev2+g80b81b4,-,0,1.0446,1.0446,3,Auto,Redshift matches jades-gds03-v3_g235m-f170lp_1286_190909 z=1.0447,,,FITS   d2d,,,1,
jades-gds06-v4,jades-gds06-v4_g395m-f290lp_1286_163028.spec.fits,53.0996295,-27.8906687,163028,jw01286006001_04_msa.fits,568,G395M_F290LP,8534.5,2.89,5.5,33.7,7.856,51:23.3,0.9.5.dev2+g80b81b4,-,0,1.5873,1.5873,3,Auto,Redshift matches jades-gds02-v3_g140m-f070lp_1286_163028 z=1.5880,,,FITS   d2d,,,1,
gds-rieke-v4,gds-rieke-v4_g235m-f170lp_1207_201306.spec.fits,53.123138,-27.80346,201306,jw01207003001_01_msa.fits,62,G235M_F170LP,14005.3,1.6,4.04,39,7.757,58:15.2,0.9.5.dev2+g80b81b4,-,0,2.3432,2.3432,3,Auto,Redshift matches gds-rieke-v3_g140m-f100lp_1207_201306 z=2.3434,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_prism-clear_1180_b176.spec.fits,53.16762237,-27.83044024,176,jw01180135001_02_msa.fits,176,PRISM_CLEAR,3720.2,0.55,5.5,34.5,7.725,13:27.2,0.9.5.dev8+ge2b237b,-,0,1.8991,1.8991,3,GBr,,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_prism-clear_1180_b366.spec.fits,53.16762146,-27.8304426,366,jw01180135001_03_msa.fits,366,PRISM_CLEAR,3720.2,0.55,5.5,34.2,7.686,13:08.9,0.9.5.dev8+ge2b237b,-,0,1.8991,1.8991,3,GBr,,,,FITS   d2d,,,1,
jades-gds06-v4,jades-gds06-v4_g395m-f290lp_1286_159389.spec.fits,53.0527735,-27.9020952,159389,jw01286006001_01_msa.fits,122,G395M_F290LP,2844.8,2.69,5.29,18.5,7.617,13:06.6,0.9.5.dev2+g80b81b4,-,0,1.5162,1.5162,3,Auto,Redshift matches jades-gds06-v3_prism-clear_1286_159389 z=1.5183,,,FITS   d2d,,,1,
jades-gds03-v4,jades-gds03-v4_g395m-f290lp_1286_190909.spec.fits,53.0681289,-27.8371102,190909,jw01286003001_05_msa.fits,768,G395M_F290LP,8534.5,2.69,5.5,14.2,7.589,51:15.8,0.9.5.dev2+g80b81b4,-,0,1.0446,1.0446,3,Auto,Redshift matches jades-gds03-v3_g235m-f170lp_1286_190909 z=1.0447,,,FITS   d2d,,,1,
jades-gds06-v4,jades-gds06-v4_g395h-f290lp_1286_163028.spec.fits,53.0996295,-27.8906687,163028,jw01286006001_04_msa.fits,568,G395H_F290LP,8534.5,2.85,4.21,16.3,7.562,51:38.2,0.9.5.dev2+g80b81b4,-,0,1.5799,1.5799,3,Auto,Redshift matches jades-gds02-v3_g140m-f070lp_1286_163028 z=1.5880,,,FITS   d2d,,,1,
jades-gds06-v4,jades-gds06-v4_prism-clear_1286_163028.spec.fits,53.0996295,-27.8906687,163028,jw01286006001_03_msa.fits,386,PRISM_CLEAR,8534.5,0.55,5.5,103.9,7.5,51:18.2,0.9.5.dev2+g80b81b4,-,0,1.5903,1.5903,3,Auto,Redshift matches jades-gds02-v3_g140m-f070lp_1286_163028 z=1.5880,,,FITS   d2d,,,1,
jades-gds-w06-v4,jades-gds-w06-v4_prism-clear_1212_3698.spec.fits,53.10094014,-27.88071747,60,jw01212006001_01_msa.fits,60,PRISM_CLEAR,2407.2,0.55,5.5,31.5,7.351,58:03.0,0.9.5.dev2+g80b81b4,-,0,1.5422,1.5422,3,Auto,Redshift matches jades-gds-w06-v3_g235h-f170lp_b60 z=1.5410,,,FITS   d2d,,,1,
jades-gds03-v4,jades-gds03-v4_g235m-f170lp_1286_190909.spec.fits,53.0681289,-27.8371102,190909,jw01286003001_05_msa.fits,768,G235M_F170LP,8534.5,1.61,4.33,9.3,7.167,51:25.8,0.9.5.dev2+g80b81b4,-,0,1.0449,1.0449,3,Auto,Redshift matches jades-gds03-v3_g235m-f170lp_1286_190909 z=1.0447,,,FITS   d2d,,,1,
jades-gds04-v4,jades-gds04-v4_g235m-f170lp_1286_163028.spec.fits,53.0996295,-27.8906687,163028,jw01286004001_04_msa.fits,540,G235M_F170LP,5689.7,1.62,3.79,26.9,7.147,47:31.9,0.9.5.dev2+g80b81b4,-,0,1.5863,1.5863,3,Auto,Redshift matches jades-gds04-v4_g395m-f290lp_1286_163028 z=1.5880,,,FITS   d2d,,,1,
jades-gds06-v4,jades-gds06-v4_g235m-f170lp_1286_163028.spec.fits,53.0996295,-27.8906687,163028,jw01286006001_04_msa.fits,568,G235M_F170LP,8534.5,1.76,3.92,21.8,7.098,51:29.4,0.9.5.dev2+g80b81b4,-,0,1.5866,1.5866,3,Auto,Redshift matches jades-gds02-v3_g140m-f070lp_1286_163028 z=1.5880,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_g395m-f290lp_1180_b17.spec.fits,53.16762235,-27.83044019,17,jw01180135001_01_msa.fits,17,G395M_F290LP,3063.7,2.69,5.5,10.1,7.049,14:24.3,0.9.5.dev8+ge2b237b,-,0,1.8978,1.8978,3,Auto,Redshift matches jades-gds-wide2-v4_prism-clear_1180_b176 z=1.8991,,,FITS   d2d,,,0,
jades-gds05-v4,jades-gds05-v4_prism-clear_1286_192316.spec.fits,53.1680458,-27.8325693,192316,jw01286005001_03_msa.fits,457,PRISM_CLEAR,8534.5,0.55,5.5,113.1,6.84,50:46.7,0.9.5.dev2+g80b81b4,CGGu21  z=N/A,1,0.6543,0.6727,3,GBr,interactive fit 3 189 1.3 21,,,FITS   d2d,,,1,
jades-gds06-v4,jades-gds06-v4_prism-clear_1286_159389.spec.fits,53.0527735,-27.9020952,159389,jw01286006001_02_msa.fits,300,PRISM_CLEAR,2844.8,0.55,5.5,52.6,6.823,13:03.1,0.9.5.dev2+g80b81b4,-,0,1.4832,1.5194,3,GBr,interactive fit 2 300 1.3 21,,,FITS   d2d,,,1,
jades-gds-w04-v4,jades-gds-w04-v4_prism-clear_1212_165.spec.fits,53.07020632,-27.8611368,165,jw01212054001_01_msa.fits,100,PRISM_CLEAR,2407.2,0.55,5.5,23.1,6.697,00:11.8,0.9.5.dev2+g80b81b4,-,0,1.8831,1.8831,3,GBr,,,,FITS   d2d,,,0,
jades-gds06-v4,jades-gds06-v4_g235m-f170lp_1286_159389.spec.fits,53.0527735,-27.9020952,159389,jw01286006001_01_msa.fits,122,G235M_F170LP,2844.8,1.61,3.18,15.2,6.605,13:09.9,0.9.5.dev2+g80b81b4,-,0,1.5151,1.5151,3,Auto,Redshift matches jades-gds06-v3_prism-clear_1286_159389 z=1.5183,,,FITS   d2d,,,1,
jades-gds-w06-v4,jades-gds-w06-v4_prism-clear_1212_3597.spec.fits,53.1083447,-27.87952448,56,jw01212006001_01_msa.fits,56,PRISM_CLEAR,2407.2,0.55,5.5,29.8,6.585,58:08.6,0.9.5.dev2+g80b81b4,-,0,0.5273,0.5273,3,Auto,Redshift matches jades-gds-w06-v3_prism-clear_b56 z=0.5285,,,FITS   d2d,,,1,
jades-gds-w04-v4,jades-gds-w04-v4_g395h-f290lp_1212_165.spec.fits,53.07020632,-27.8611368,165,jw01212054001_01_msa.fits,100,G395H_F290LP,1750.7,2.83,4.48,1.7,6.424,00:15.4,0.9.5.dev2+g80b81b4,-,0,1.8815,1.8815,3,Auto,Redshift matches jades-gds-w04-v4_prism-clear_1212_165 z=1.8831,,,FITS   d2d,,,0,
gds-rieke-v4,gds-rieke-v4_g235m-f170lp_1207_185605.spec.fits,53.137096,-27.850118,185605,jw01207004001_01_msa.fits,150,G235M_F170LP,7002.7,1.61,4.33,9.7,6.353,56:39.3,0.9.5.dev2+g80b81b4,-,0,2.0107,2.0107,3,Auto,Redshift matches gds-rieke-v3_g235m-f170lp_1207_185605 z=2.0097,,,FITS   d2d,,,1,
jades-gds-w05-v4,jades-gds-w05-v4_prism-clear_1212_658.spec.fits,53.16300674,-27.85525541,160,jw01212005001_01_msa.fits,160,PRISM_CLEAR,2407.2,0.55,5.5,40.8,6.236,59:08.3,0.9.5.dev2+g80b81b4,-,0,0.9632,0.9632,3,Auto,Redshift matches jades-gds-w05-v3_prism-clear_b160 z=0.9648,,,FITS   d2d,,,1,
jades-gds04-v4,jades-gds04-v4_prism-clear_1286_b794.spec.fits,53.09704403,-27.85060375,794,jw01286004001_06_msa.fits,794,PRISM_CLEAR,2844.8,0.55,5.5,26.5,6.155,01:19.4,0.9.5.dev8+ge2b237b,-,0,0.9643,0.9643,3,Auto,Redshift matches jades-gds04-v3_prism-clear_b794 z=0.9648,,,FITS   d2d,,,1,
